viewing_id,client_id,agent_id,property_id,viewing_date
1754,169,44,630,2023-08-15
1755,664,7,302,2023-04-18
1756,898,7,1526,2022-04-23
1757,247,2,1832,2023-04-17
1758,192,18,59,2023-05-03
1759,678,34,928,2022-12-27
1760,272,8,1899,2023-07-18
1761,87,23,884,2022-08-06
1762,155,26,1029,2023-03-18
1763,521,22,109,2023-03-28
1764,280,24,201,2022-02-20
1765,665,25,1500,2023-03-09
1766,199,19,388,2023-02-17
1767,181,39,566,2023-06-27
1768,623,32,1063,2023-03-20
1769,112,44,103,2023-10-24
1770,255,8,450,2022-04-28
1771,55,3,1179,2022-09-30
1772,245,5,1090,2022-04-14
1773,283,15,1808,2023-09-28
1774,717,46,829,2023-02-06
1775,403,7,451,2022-10-02
1776,508,14,351,2022-07-28
1777,356,41,590,2023-09-03
1778,295,47,7,2022-04-07
1779,190,33,1860,2023-09-30
1780,489,48,626,2022-09-02
1781,175,21,1396,2022-03-13
1782,171,12,681,2023-04-12
1783,146,1,1365,2023-05-01
1784,439,22,43,2022-07-01
1785,998,17,1805,2022-03-20
1786,175,44,1558,2022-01-10
1787,609,23,1986,2023-05-01
1788,598,1,1001,2022-09-11
1789,484,8,93,2022-01-18
1790,581,44,596,2022-08-22
1791,538,33,343,2022-05-31
1792,794,7,205,2022-11-08
1793,824,48,688,2023-04-09
1794,503,48,719,2023-07-13
1795,264,43,997,2022-09-17
1796,374,30,28,2022-12-28
1797,309,46,684,2023-06-15
1798,794,43,1756,2023-09-03
1799,496,8,553,2023-06-16
1800,746,41,43,2022-06-01
1801,421,15,1351,2022-05-26
1802,366,32,64,2022-09-08
1803,592,48,1426,2023-03-18
1804,369,14,1525,2022-04-02
1805,199,25,1309,2022-04-21
1806,989,18,1797,2023-10-04
1807,696,35,1842,2023-04-06
1808,982,34,359,2022-09-29
1809,933,44,715,2022-12-06
1810,401,38,855,2022-10-10
1811,317,13,85,2023-08-17
1812,533,45,704,2023-09-20
1813,126,28,1629,2023-04-11
1814,581,23,591,2022-04-23
1815,993,1,1022,2022-05-31
1816,478,44,308,2023-06-20
1817,990,19,1278,2023-07-26
1818,681,11,622,2023-05-14
1819,296,5,1638,2022-10-29
1820,16,30,84,2022-08-11
1821,290,38,253,2022-02-24
1822,501,20,11,2023-03-17
1823,361,43,1709,2022-01-01
1824,52,17,283,2022-12-25
1825,900,19,1609,2023-05-30
1826,682,50,1149,2022-06-08
1827,977,6,1461,2022-10-05
1828,147,47,403,2023-03-19
1829,600,6,596,2022-08-13
1830,33,31,1911,2022-12-30
1831,255,44,1305,2023-01-31
1832,433,26,1981,2022-04-11
1833,915,17,1885,2022-11-06
1834,612,20,355,2023-08-01
1835,447,44,1794,2022-11-27
1836,824,38,286,2023-12-01
1837,787,13,513,2022-05-19
1838,427,36,409,2022-11-05
1839,313,6,609,2023-08-04
1840,950,41,945,2023-07-13
1841,188,25,1603,2023-03-24
1842,99,9,1079,2023-03-29
1843,711,21,1032,2023-01-02
1844,480,23,876,2023-04-23
1845,431,27,945,2022-01-29
1846,935,36,55,2023-03-08
1847,91,49,288,2023-09-22
1848,929,20,1612,2022-09-06
1849,595,33,765,2022-05-11
1850,636,35,1844,2023-08-03
1851,899,19,110,2023-02-07
1852,129,26,1373,2022-01-07
1853,474,49,1792,2023-06-15
1854,472,4,174,2022-02-26
1855,277,42,220,2022-12-08
1856,609,7,1684,2022-10-25
1857,580,31,1415,2022-12-06
1858,886,4,249,2023-08-22
1859,691,33,1515,2022-02-24
1860,719,14,1058,2022-05-28
1861,576,48,1981,2023-05-23
1862,140,15,1834,2023-11-23
1863,656,10,617,2023-10-06
1864,319,47,1919,2022-01-07
1865,825,32,1278,2022-07-25
1866,118,5,1,2022-06-06
1867,619,8,1065,2022-04-10
1868,254,14,213,2023-05-01
1869,26,33,909,2023-02-05
1870,57,8,615,2023-02-19
1871,496,12,1680,2022-08-29
1872,862,35,534,2023-09-20
1873,698,29,1760,2023-11-05
1874,632,8,886,2022-05-30
1875,652,2,379,2022-05-26
1876,839,48,1347,2022-09-04
1877,175,33,1519,2023-07-14
1878,206,31,984,2022-10-24
1879,297,43,205,2023-08-26
1880,505,24,1368,2022-10-09
1881,401,25,1429,2022-04-20
1882,476,27,1667,2023-03-12
1883,152,2,581,2023-04-14
1884,124,37,798,2022-01-12
1885,595,20,70,2023-10-23
1886,667,43,1270,2023-04-01
1887,44,23,1972,2022-05-23
1888,480,47,939,2022-10-11
1889,10,11,733,2023-05-28
1890,877,33,432,2022-12-24
1891,925,46,1076,2023-02-04
1892,526,5,358,2023-11-03
1893,156,23,1344,2023-07-31
1894,348,30,1465,2022-05-24
1895,286,49,1349,2022-11-07
1896,946,26,140,2023-10-23
1897,496,25,1972,2023-04-29
1898,621,43,370,2023-08-13
1899,726,33,1589,2023-11-06
1900,539,17,266,2022-11-28
1901,603,38,713,2023-08-22
1902,633,26,139,2022-02-16
1903,31,47,326,2022-08-26
1904,99,43,218,2023-05-27
1905,957,44,976,2022-11-28
1906,779,15,1581,2022-08-31
1907,108,12,1492,2023-01-29
1908,774,27,1890,2022-03-07
1909,64,40,513,2022-04-28
1910,39,48,150,2023-03-29
1911,782,24,1243,2023-10-09
1912,861,2,1892,2022-06-28
1913,329,7,1431,2023-04-06
1914,387,9,1306,2023-08-11
1915,570,13,401,2022-09-16
1916,503,29,1391,2022-10-20
1917,231,13,1520,2022-06-15
1918,445,34,1657,2022-07-16
1919,89,38,50,2023-10-07
1920,983,43,198,2022-07-28
1921,35,9,1830,2022-01-06
1922,369,50,836,2023-08-05
1923,560,5,698,2022-07-09
1924,699,47,1962,2023-10-20
1925,541,32,390,2022-08-01
1926,585,31,1026,2022-12-27
1927,366,40,1843,2023-07-27
1928,874,9,1642,2022-03-10
1929,450,28,1281,2023-01-21
1930,895,5,1166,2022-03-22
1931,131,34,611,2022-04-14
1932,121,32,473,2022-02-22
1933,616,35,678,2022-01-24
1934,230,19,1889,2022-09-15
1935,400,46,733,2022-03-11
1936,894,11,1983,2022-10-22
1937,77,35,1179,2022-09-05
1938,874,34,1909,2023-09-18
1939,513,20,818,2023-09-26
1940,59,35,1429,2022-04-24
1941,597,31,1919,2022-09-27
1942,669,2,67,2022-12-13
1943,432,17,411,2022-12-09
1944,910,49,122,2022-05-23
1945,210,36,1673,2022-12-04
1946,947,49,1359,2022-03-05
1947,242,32,150,2023-08-01
1948,927,40,1440,2022-02-06
1949,355,5,1946,2023-03-03
1950,613,48,1255,2022-03-24
1951,909,36,981,2022-05-13
1952,278,47,86,2022-04-17
1953,37,32,1040,2022-08-19
1954,666,23,884,2023-05-05
1955,311,15,44,2022-02-26
1956,27,50,1602,2022-07-20
1957,548,39,1762,2023-01-24
1958,699,44,1512,2022-01-19
1959,566,31,107,2023-02-01
1960,785,25,1425,2022-05-09
1961,441,45,875,2023-07-17
1962,142,8,897,2022-05-01
1963,919,40,1851,2023-01-12
1964,361,13,703,2023-03-24
1965,941,4,488,2022-08-26
1966,95,38,21,2022-08-21
1967,423,48,1542,2023-07-04
1968,582,3,1643,2022-01-16
1969,895,47,512,2022-02-28
1970,79,4,260,2023-03-26
1971,185,19,90,2022-11-18
1972,359,39,1342,2022-09-08
1973,300,9,1242,2023-02-12
1974,491,43,251,2023-11-04
1975,79,5,513,2023-07-11
1976,211,32,1445,2023-01-01
1977,920,15,909,2022-11-06
1978,965,24,1598,2023-07-19
1979,300,42,501,2023-06-24
1980,915,18,654,2023-07-09
1981,516,7,111,2022-12-21
1982,923,27,1445,2023-09-29
1983,498,18,161,2022-07-28
1984,934,9,1724,2023-06-18
1985,237,20,1520,2023-07-21
1986,216,8,763,2022-05-26
1987,37,16,1431,2023-03-27
1988,666,49,930,2022-04-27
1989,22,32,1713,2022-02-04
1990,277,18,1205,2023-01-29
1991,308,6,123,2022-10-13
1992,876,40,787,2023-05-23
1993,20,25,788,2023-03-31
1994,46,15,422,2023-01-24
1995,189,43,883,2023-06-30
1996,54,43,625,2022-02-02
1997,555,49,713,2022-01-27
1998,932,39,1546,2022-12-11
1999,945,17,1660,2023-08-29
2000,222,49,57,2022-12-16
2001,744,40,889,2023-03-14
2002,802,47,1902,2022-02-28
2003,827,7,1134,2023-02-02
2004,976,47,1910,2023-11-26
2005,295,35,950,2023-03-11
2006,587,47,1164,2023-06-16
2007,267,11,1967,2023-01-26
2008,479,48,1894,2022-09-01
2009,136,1,575,2023-11-30
2010,974,18,176,2022-09-13
2011,790,35,606,2022-12-12
2012,585,26,80,2023-09-23
2013,281,24,551,2023-11-07
2014,257,42,1660,2023-09-15
2015,13,8,629,2023-08-06
2016,677,21,1713,2022-09-28
2017,868,12,909,2023-04-19
2018,18,29,19,2023-04-23
2019,38,23,984,2023-10-16
2020,865,36,447,2023-02-23
2021,60,38,1923,2022-03-23
2022,284,40,1130,2022-11-18
2023,977,5,903,2022-07-04
2024,265,50,1612,2022-10-10
2025,266,32,261,2022-08-21
2026,646,12,301,2023-09-25
2027,672,4,477,2022-04-28
2028,671,3,378,2023-12-02
2029,519,29,1188,2022-11-21
2030,43,36,1470,2022-08-22
2031,63,46,531,2022-09-21
2032,17,44,1731,2022-12-28
2033,554,46,92,2023-09-07
2034,241,23,224,2022-03-21
2035,520,29,232,2023-06-08
2036,80,16,418,2022-11-30
2037,585,24,1699,2023-11-29
2038,426,5,1315,2023-03-13
2039,897,19,294,2022-01-26
2040,335,39,1615,2023-01-04
2041,344,27,1838,2023-10-30
2042,384,31,1931,2022-10-29
2043,637,2,329,2023-01-13
2044,46,19,1906,2022-06-03
2045,934,38,53,2022-04-19
2046,624,14,1655,2022-11-17
2047,524,46,1600,2023-06-05
2048,803,38,1460,2022-12-19
2049,963,14,776,2023-08-20
2050,34,43,1488,2022-06-03
2051,391,49,1330,2022-03-22
2052,979,5,1964,2022-08-18
2053,579,33,1177,2023-10-08
2054,562,47,857,2023-07-06
2055,751,8,1736,2023-06-25
2056,818,4,1244,2023-04-29
2057,676,34,1066,2023-03-28
2058,325,18,400,2023-08-13
2059,301,16,674,2022-09-06
2060,819,50,742,2022-08-25
2061,467,21,1533,2022-04-29
2062,710,16,912,2023-02-24
2063,371,6,721,2023-07-28
2064,518,5,1874,2023-01-06
2065,670,31,1240,2022-08-24
2066,460,27,471,2023-08-07
2067,848,9,1896,2023-07-05
2068,251,50,1863,2023-02-22
2069,691,38,1364,2022-05-22
2070,621,17,1630,2022-10-21
2071,350,21,242,2022-03-25
2072,419,27,1035,2022-06-01
2073,590,32,1296,2022-07-22
2074,922,12,1795,2023-04-10
2075,16,11,248,2023-03-05
2076,270,49,1136,2023-04-27
2077,761,7,259,2022-02-04
2078,854,28,50,2022-06-20
2079,75,9,1055,2023-06-27
2080,941,25,1852,2023-03-09
2081,363,9,824,2023-07-25
2082,248,46,601,2022-05-02
2083,345,22,1212,2023-09-16
2084,632,7,1480,2022-02-16
2085,76,48,1886,2022-12-30
2086,973,29,1866,2023-02-23
2087,646,29,1517,2023-03-23
2088,297,49,978,2022-05-18
2089,752,12,1483,2023-08-27
2090,939,33,172,2022-06-05
2091,918,1,1216,2023-08-31
2092,379,44,1330,2023-04-10
2093,389,21,899,2022-06-30
2094,521,47,1205,2022-10-14
2095,968,50,199,2022-08-26
2096,305,32,699,2022-02-19
2097,578,34,1838,2023-06-22
2098,594,33,1729,2023-03-13
2099,293,21,787,2022-11-23
2100,776,12,1953,2022-05-27
2101,43,48,1808,2022-08-04
2102,441,34,570,2023-08-12
2103,901,40,644,2022-04-12
2104,356,19,340,2022-05-02
2105,295,18,997,2023-03-26
2106,230,11,591,2022-09-23
2107,621,49,218,2022-08-26
2108,683,18,289,2022-04-09
2109,212,36,1718,2023-06-05
2110,773,11,57,2023-09-05
2111,925,3,1966,2023-07-07
2112,551,13,14,2023-05-16
2113,853,2,757,2022-07-28
2114,289,37,874,2023-04-01
2115,534,9,1702,2023-04-10
2116,303,8,1467,2022-05-03
2117,456,28,1011,2022-09-27
2118,89,9,571,2023-11-16
2119,120,23,1646,2022-03-22
2120,763,15,1490,2022-03-18
2121,335,11,1039,2022-12-10
2122,283,30,1292,2023-06-10
2123,689,50,152,2022-11-19
2124,914,3,888,2022-04-13
2125,955,46,1627,2023-06-18
2126,326,13,1724,2023-07-26
2127,677,41,73,2023-10-12
2128,643,1,504,2022-05-21
2129,601,25,1787,2022-08-14
2130,690,13,544,2023-04-27
2131,156,32,1667,2022-07-11
2132,752,32,579,2022-05-15
2133,204,41,1794,2022-04-01
2134,974,34,1756,2022-08-08
2135,4,28,138,2023-05-18
2136,572,40,428,2022-07-02
2137,40,27,1409,2022-09-27
2138,629,25,1293,2023-08-21
2139,241,41,715,2023-05-11
2140,544,43,1955,2022-07-04
2141,899,20,1722,2022-08-26
2142,897,19,1369,2023-05-12
2143,502,41,804,2023-09-05
2144,366,35,986,2022-10-30
2145,99,15,231,2022-10-22
2146,430,29,667,2022-09-11
2147,679,28,238,2022-06-30
2148,476,21,1353,2022-04-27
2149,356,45,816,2022-05-12
2150,793,31,1721,2023-05-16
2151,616,27,1408,2022-08-29
2152,30,19,549,2023-06-04
2153,221,27,125,2023-07-30
2154,791,21,536,2023-11-23
2155,326,27,802,2023-03-29
2156,436,26,534,2022-02-25
2157,275,32,1492,2022-08-13
2158,348,41,1677,2022-02-16
2159,316,29,840,2022-08-15
2160,587,11,1098,2022-07-31
2161,799,41,226,2023-09-21
2162,626,22,265,2023-09-12
2163,553,2,1947,2022-01-22
2164,822,25,185,2022-12-08
2165,935,23,1571,2023-07-21
2166,65,42,101,2023-06-16
2167,216,24,1097,2022-07-23
2168,161,35,811,2022-08-23
2169,298,11,1866,2023-01-18
2170,340,27,442,2023-07-21
2171,751,16,1926,2022-01-14
2172,37,2,1547,2023-06-24
2173,105,33,815,2023-05-12
2174,44,11,580,2022-11-05
2175,25,15,1294,2022-09-11
2176,35,18,1536,2022-05-07
2177,833,25,1343,2023-02-15
2178,135,48,1796,2022-10-04
2179,883,6,157,2022-03-17
2180,517,47,1441,2023-03-02
2181,21,1,1521,2023-07-09
2182,620,10,196,2023-08-26
2183,812,26,398,2023-09-13
2184,880,20,1608,2022-11-28
2185,436,33,1523,2022-01-24
2186,310,18,940,2022-07-27
2187,103,17,1986,2023-11-03
2188,591,31,772,2022-10-26
2189,440,6,456,2023-02-21
2190,575,18,990,2022-10-19
2191,930,45,1093,2023-06-03
2192,251,25,36,2023-05-24
2193,746,26,1949,2023-01-17
2194,782,35,1464,2022-04-21
2195,464,15,1184,2022-01-26
2196,407,50,476,2023-04-03
2197,379,31,1154,2022-04-22
2198,659,20,681,2022-05-28
2199,830,41,1999,2022-03-27
2200,98,36,347,2022-08-01
2201,886,32,1216,2022-09-13
2202,86,10,826,2023-09-24
2203,859,31,1072,2023-08-04
2204,779,15,121,2023-05-21
2205,259,27,638,2022-12-12
2206,855,10,75,2022-11-26
2207,706,37,1227,2023-02-21
2208,893,1,550,2022-08-03
2209,774,36,1628,2023-05-16
2210,559,32,642,2023-10-30
2211,242,21,945,2023-05-10
2212,527,36,1759,2022-03-25
2213,944,7,872,2022-03-21
2214,385,9,1551,2022-01-14
2215,166,34,1533,2022-05-05
2216,171,13,897,2022-04-27
2217,40,28,1015,2022-06-24
2218,642,34,998,2022-05-24
2219,767,36,857,2023-02-13
2220,10,19,241,2023-03-22
2221,302,47,1889,2023-11-24
2222,278,34,661,2023-09-22
2223,911,24,1155,2023-10-28
2224,170,10,595,2023-06-20
2225,702,14,1645,2023-09-21
2226,975,46,761,2023-06-16
2227,620,17,967,2023-04-19
2228,216,22,1899,2022-05-19
2229,169,34,1465,2023-05-01
2230,11,21,853,2022-07-03
2231,154,31,138,2022-01-06
2232,320,45,385,2022-07-24
2233,711,7,1102,2023-04-15
2234,339,7,126,2023-10-02
2235,480,39,321,2022-03-10
2236,359,41,1146,2022-08-20
2237,354,41,29,2022-07-17
2238,282,19,1681,2023-03-13
2239,599,47,627,2023-01-12
2240,640,50,826,2022-09-18
2241,575,35,1314,2023-11-07
2242,208,5,1214,2022-06-06
2243,106,47,444,2022-10-14
2244,183,17,1155,2022-04-15
2245,130,34,1203,2023-10-23
2246,785,25,677,2023-08-13
2247,791,38,1239,2022-10-11
2248,990,48,1785,2023-09-23
2249,685,31,429,2022-06-22
2250,3,15,444,2022-04-04
2251,952,40,301,2022-05-27
2252,169,31,1792,2022-01-01
2253,332,5,1835,2022-02-23
2254,141,33,1654,2023-03-27
2255,436,43,967,2022-12-01
2256,310,33,1557,2022-05-01
2257,247,36,806,2023-01-22
2258,793,25,1447,2023-05-01
2259,364,20,1718,2023-06-19
2260,325,34,161,2023-09-12
2261,863,14,1957,2022-06-20
2262,969,41,1708,2022-10-12
2263,729,10,1721,2023-03-24
2264,574,29,1004,2022-09-14
2265,702,8,1143,2023-03-22
2266,668,23,365,2022-01-26
2267,887,24,1752,2023-04-23
2268,790,43,709,2023-03-11
2269,219,40,1147,2022-07-15
2270,392,24,367,2022-01-11
2271,201,29,740,2023-06-23
2272,200,1,1201,2022-11-14
2273,337,7,1866,2023-01-13
2274,938,17,1030,2022-01-14
2275,622,18,69,2023-10-25
2276,282,42,981,2023-02-12
2277,45,45,1443,2022-09-17
2278,281,41,118,2023-08-09
2279,844,2,1768,2023-04-28
2280,623,41,931,2023-05-18
2281,178,31,1536,2023-10-26
2282,769,35,1654,2022-04-17
2283,40,24,60,2023-09-20
2284,916,46,314,2022-07-01
2285,892,9,170,2023-03-06
2286,855,8,115,2023-03-31
2287,653,46,128,2022-11-18
2288,100,35,569,2022-07-18
2289,671,40,1511,2022-01-18
2290,341,44,1738,2022-11-21
2291,920,46,347,2023-08-24
2292,740,24,1058,2022-01-15
2293,964,43,826,2023-03-03
2294,858,43,1372,2022-03-04
2295,67,13,1690,2023-05-29
2296,152,47,547,2022-03-27
2297,177,29,92,2022-10-10
2298,624,13,1411,2023-06-02
2299,420,12,1302,2022-01-04
2300,319,18,1149,2022-12-26
2301,121,22,955,2023-08-05
2302,857,45,177,2023-08-03
2303,953,30,181,2022-04-30
2304,941,6,374,2022-03-30
2305,191,21,1211,2023-10-04
2306,989,2,1571,2022-06-23
2307,808,1,446,2023-10-16
2308,384,30,167,2022-09-10
2309,316,44,1316,2022-07-15
2310,766,49,1512,2022-05-16
2311,318,4,777,2022-10-21
2312,183,18,288,2023-08-02
2313,324,27,463,2022-07-12
2314,280,13,363,2022-10-30
2315,266,45,901,2022-09-28
2316,95,32,728,2023-08-16
2317,373,23,1582,2023-10-20
2318,536,29,1699,2023-10-09
2319,704,11,76,2023-08-23
2320,395,10,1102,2023-08-06
2321,216,45,889,2022-12-22
2322,662,44,1631,2022-10-23
2323,213,22,1433,2023-05-31
2324,565,48,1627,2022-10-03
2325,93,33,1584,2022-08-04
2326,265,14,958,2022-09-25
2327,33,8,1059,2023-11-06
2328,647,12,974,2022-05-24
2329,479,38,662,2023-01-17
2330,578,25,1349,2023-08-26
2331,923,3,661,2022-04-18
2332,645,23,1781,2022-01-09
2333,163,27,974,2022-12-09
2334,345,42,1850,2022-04-13
2335,192,23,628,2022-06-16
2336,479,35,382,2022-01-23
2337,450,40,935,2023-08-31
2338,590,45,891,2023-02-13
2339,485,16,518,2023-01-18
2340,616,22,989,2023-11-26
2341,411,20,83,2022-08-28
2342,782,33,221,2023-03-08
2343,437,50,552,2023-08-15
2344,411,38,59,2022-06-17
2345,525,11,1889,2022-11-04
2346,908,39,1977,2023-06-21
2347,204,37,1540,2022-05-23
2348,134,43,683,2022-02-25
2349,994,6,634,2022-05-25
2350,821,23,940,2023-02-10
2351,170,30,2,2023-11-06
2352,152,13,1809,2022-06-26
2353,309,20,165,2022-07-09
2354,242,14,895,2022-04-03
2355,742,16,316,2023-07-23
2356,866,50,767,2022-01-06
2357,489,11,706,2022-04-13
2358,483,36,1407,2023-02-08
2359,716,14,1870,2023-04-29
2360,685,25,1703,2023-04-20
2361,724,16,1563,2022-04-09
2362,397,9,652,2022-05-17
2363,410,50,670,2022-10-17
2364,840,44,1496,2023-03-11
2365,612,26,1094,2022-03-15
2366,356,32,1372,2023-08-24
2367,28,15,1814,2023-09-16
2368,183,50,482,2023-01-13
2369,371,22,1027,2022-01-02
2370,626,39,1540,2023-02-12
2371,937,5,1323,2022-08-24
2372,142,32,385,2022-02-15
2373,217,20,892,2022-04-06
2374,348,25,1340,2022-07-04
2375,436,10,584,2022-11-15
2376,397,44,1682,2023-05-08
2377,36,17,1964,2023-03-08
2378,184,11,816,2023-11-30
2379,530,7,953,2022-03-26
2380,355,44,1501,2022-04-14
2381,672,26,1646,2022-01-13
2382,165,21,264,2023-08-12
2383,520,25,1406,2023-04-11
2384,12,32,1340,2023-11-18
2385,412,28,1580,2022-02-25
2386,311,28,530,2023-10-12
2387,119,39,1653,2023-04-07
2388,515,24,1600,2023-04-30
2389,730,22,1729,2023-07-02
2390,996,24,229,2022-07-03
2391,435,35,1556,2023-01-28
2392,892,44,164,2022-06-03
2393,8,22,1942,2023-08-28
2394,265,13,1055,2023-09-22
2395,746,30,891,2022-02-19
2396,476,19,82,2022-05-05
2397,889,32,943,2023-01-11
2398,52,39,1406,2023-01-14
2399,259,28,692,2023-11-23
2400,304,50,1678,2022-01-25
2401,556,18,367,2022-10-28
2402,366,27,36,2023-04-03
2403,333,20,1303,2022-02-06
2404,611,8,732,2022-02-07
2405,545,48,812,2022-09-12
2406,180,6,1096,2022-04-07
2407,130,47,297,2023-10-11
2408,506,28,1829,2022-10-09
2409,354,30,1412,2023-09-25
2410,250,47,1681,2023-06-21
2411,583,30,84,2022-03-20
2412,335,24,79,2022-05-31
2413,624,47,1307,2022-04-14
2414,392,33,1486,2022-03-22
2415,346,41,1535,2022-11-06
2416,433,26,46,2022-07-08
2417,974,48,527,2023-10-31
2418,761,6,1714,2023-03-20
2419,989,8,1626,2022-07-16
2420,585,17,621,2023-09-23
2421,527,35,1750,2022-09-07
2422,711,4,767,2023-08-11
2423,485,14,1558,2023-03-24
2424,282,48,1411,2022-07-10
2425,284,33,1376,2022-02-16
2426,620,26,1864,2022-07-05
2427,695,19,559,2022-01-06
2428,417,14,39,2023-03-01
2429,673,9,563,2022-10-01
2430,474,39,1619,2023-10-13
2431,326,7,454,2022-08-19
2432,19,46,665,2022-08-15
2433,66,40,590,2023-09-16
2434,847,30,1205,2023-03-07
2435,651,39,674,2023-07-09
2436,399,31,1905,2023-07-26
2437,13,22,698,2022-11-24
2438,355,29,311,2023-04-19
2439,875,48,1022,2022-08-04
2440,546,45,349,2023-11-21
2441,400,17,826,2022-02-03
2442,677,37,1982,2022-03-22
2443,647,32,1150,2022-12-20
2444,86,14,1532,2023-06-27
2445,379,20,598,2022-11-19
2446,463,44,958,2022-01-31
2447,160,40,1198,2022-06-20
2448,640,23,1157,2023-03-18
2449,426,49,48,2022-10-18
2450,570,48,1006,2022-08-29
2451,385,35,270,2023-01-23
2452,622,8,199,2023-02-10
2453,224,14,227,2023-08-08
2454,297,12,1772,2022-06-12
2455,786,50,1505,2023-02-15
2456,564,27,721,2022-08-11
2457,429,39,572,2022-11-24
2458,789,24,1291,2022-04-19
2459,681,44,1967,2023-10-11
2460,781,41,651,2023-05-30
2461,549,35,804,2022-08-19
2462,880,26,1014,2023-04-21
2463,294,29,322,2022-07-01
2464,410,19,7,2023-06-30
2465,850,22,1563,2023-04-21
2466,672,12,1400,2022-04-11
2467,393,38,1338,2023-03-05
2468,998,27,841,2022-07-13
2469,652,2,1268,2022-08-18
2470,142,40,1270,2023-05-31
2471,83,39,1169,2023-02-23
2472,969,2,666,2023-09-17
2473,256,11,1166,2023-10-03
2474,484,44,187,2023-01-15
2475,24,48,1232,2023-11-01
2476,399,36,1048,2022-07-17
2477,871,11,938,2023-01-13
2478,741,16,359,2023-04-29
2479,960,46,1887,2022-07-24
2480,331,9,601,2022-03-08
2481,916,2,424,2023-08-15
2482,473,30,502,2023-12-02
2483,618,29,496,2022-07-01
2484,997,30,1025,2023-10-19
2485,114,39,1716,2022-12-06
2486,894,11,502,2023-04-19
2487,740,5,15,2022-02-03
2488,699,44,833,2023-06-17
2489,482,25,145,2023-03-04
2490,981,17,1810,2023-07-05
2491,124,46,1591,2023-09-14
2492,663,35,1464,2022-01-25
2493,450,31,1696,2022-03-03
2494,300,26,1697,2022-02-10
2495,373,26,1468,2023-06-08
2496,645,42,902,2023-03-15
2497,807,8,213,2022-05-30
2498,868,17,1553,2023-08-17
2499,772,8,1479,2022-06-23
2500,376,27,1345,2022-12-14
2501,146,16,1630,2023-05-10
2502,216,17,199,2022-12-04
2503,658,45,152,2023-04-15
2504,921,46,1007,2022-09-08
2505,776,17,702,2022-10-30
2506,706,29,678,2023-04-07
2507,717,17,1164,2022-10-09
2508,609,3,1560,2022-05-24
2509,152,34,591,2022-01-27
2510,227,24,1155,2023-01-07
2511,731,19,629,2022-06-12
2512,582,41,625,2023-05-02
2513,731,29,1379,2022-10-29
2514,159,48,1650,2022-05-12
2515,151,39,599,2023-01-29
2516,264,41,467,2022-01-29
2517,872,14,1195,2022-11-07
2518,152,38,25,2022-09-23
2519,373,47,1042,2023-06-14
2520,416,31,1267,2022-06-24
2521,996,23,1319,2022-06-09
2522,602,33,644,2023-06-20
2523,384,25,1773,2023-05-12
2524,664,11,1784,2023-06-22
2525,494,12,992,2023-01-24
2526,15,43,1940,2022-03-08
2527,351,15,634,2022-07-31
2528,230,10,570,2023-09-16
2529,797,47,1617,2022-05-03
2530,666,13,731,2023-05-26
2531,471,37,1870,2023-10-16
2532,929,1,1721,2023-06-21
2533,920,15,1519,2022-07-27
2534,373,43,68,2023-02-13
2535,642,7,1950,2022-12-04
2536,520,5,556,2023-07-21
2537,985,35,1734,2023-07-05
2538,894,6,1988,2022-02-27
2539,458,37,1071,2022-09-11
2540,251,17,1633,2022-07-07
2541,707,42,1757,2022-09-08
2542,234,45,1470,2023-04-13
2543,182,3,1248,2022-09-30
2544,566,18,188,2022-07-14
2545,751,5,1856,2022-05-16
2546,536,20,125,2022-08-01
2547,234,16,1200,2023-08-19
2548,489,30,202,2023-07-04
2549,903,4,654,2023-10-12
2550,75,13,980,2022-04-30
2551,453,6,975,2022-07-22
2552,103,35,1208,2022-08-09
2553,613,32,615,2023-08-06
2554,10,38,881,2022-04-25
2555,738,29,1593,2023-10-21
2556,200,38,1651,2023-10-13
2557,630,49,935,2022-01-01
2558,258,49,834,2023-09-08
2559,278,32,1293,2022-06-30
2560,337,33,990,2023-06-11
2561,291,42,614,2022-09-28
2562,889,35,510,2022-12-16
2563,282,44,1150,2023-05-31
2564,317,41,902,2022-04-25
2565,775,12,999,2022-01-07
2566,327,33,964,2023-05-23
2567,168,12,135,2023-03-19
2568,690,20,194,2023-03-30
2569,351,41,1407,2023-07-06
2570,843,12,397,2022-04-22
2571,782,15,437,2022-11-11
2572,514,20,656,2023-06-28
2573,484,7,1403,2022-11-04
2574,950,40,431,2023-08-08
2575,689,10,664,2022-06-10
2576,197,50,812,2022-06-25
2577,873,11,1250,2023-11-10
2578,161,21,1960,2023-06-13
2579,486,42,1220,2023-03-03
2580,799,47,552,2022-08-23
2581,956,17,967,2022-11-07
2582,380,10,628,2022-12-08
2583,745,23,1699,2022-11-19
2584,461,20,872,2023-07-31
2585,403,49,855,2022-01-06
2586,781,26,114,2023-02-23
2587,363,42,1650,2022-05-24
2588,999,30,1571,2022-10-08
2589,20,46,415,2022-08-02
2590,678,46,525,2022-10-29
2591,853,24,49,2022-11-26
2592,438,25,668,2023-07-26
2593,574,48,409,2022-08-09
2594,633,33,902,2022-10-08
2595,110,5,498,2022-06-14
2596,334,47,983,2023-08-31
2597,482,3,1600,2023-11-07
2598,400,45,1966,2023-05-14
2599,256,18,1243,2023-08-24
2600,385,4,208,2022-02-27
